source,task,condition,offer_amount,agent_index,rank,feature_label,activation
lottery,safe_risky_choice,baseline,40.0,34.0,7,providing helpful responses and assistance,17.0
lottery,safe_risky_choice,baseline,40.0,34.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,34.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,40.0,34.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,40.0,35.0,1,predicting uncertain outcomes,93.0
lottery,safe_risky_choice,baseline,40.0,35.0,2,choose between options,48.0
lottery,safe_risky_choice,baseline,40.0,35.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,baseline,40.0,35.0,4,an explanation or assistant,23.0
lottery,safe_risky_choice,baseline,40.0,35.0,5,to make rational decisions,22.0
lottery,safe_risky_choice,baseline,40.0,35.0,6,balance and trade-offs,18.0
lottery,safe_risky_choice,baseline,40.0,35.0,7,providing helpful responses and assistance,17.0
lottery,safe_risky_choice,baseline,40.0,35.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,35.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,40.0,35.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,40.0,36.0,1,predicting uncertain outcomes,93.0
lottery,safe_risky_choice,baseline,40.0,36.0,2,choose between options,48.0
lottery,safe_risky_choice,baseline,40.0,36.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,baseline,40.0,36.0,4,an explanation or assistant,23.0
lottery,safe_risky_choice,baseline,40.0,36.0,5,to make rational decisions,22.0
lottery,safe_risky_choice,baseline,40.0,36.0,6,balance and trade-offs,18.0
lottery,safe_risky_choice,baseline,40.0,36.0,7,providing helpful responses and assistance,17.0
lottery,safe_risky_choice,baseline,40.0,36.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,36.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,40.0,36.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,40.0,37.0,1,predicting uncertain outcomes,92.0
lottery,safe_risky_choice,baseline,40.0,37.0,2,choose between options,47.0
lottery,safe_risky_choice,baseline,40.0,37.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,baseline,40.0,37.0,4,to make rational decisions,22.0
lottery,safe_risky_choice,baseline,40.0,37.0,5,balance and trade-offs,18.0
lottery,safe_risky_choice,baseline,40.0,37.0,6,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,40.0,37.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,37.0,8,scheduling and creating lists,15.0
lottery,safe_risky_choice,baseline,40.0,37.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,40.0,37.0,10,an explanation or assistant,14.0
lottery,safe_risky_choice,baseline,40.0,38.0,1,predicting uncertain outcomes,82.0
lottery,safe_risky_choice,baseline,40.0,38.0,2,choose between options,49.0
lottery,safe_risky_choice,baseline,40.0,38.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,baseline,40.0,38.0,4,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,40.0,38.0,5,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,38.0,6,scheduling and creating lists,15.0
lottery,safe_risky_choice,baseline,40.0,38.0,7,balance and trade-offs,14.0
lottery,safe_risky_choice,baseline,40.0,38.0,8,generating descriptive scenes,13.0
lottery,safe_risky_choice,baseline,40.0,38.0,9,tokens and their following context,13.0
lottery,safe_risky_choice,baseline,40.0,38.0,10,This introduces explanation or possibility,13.0
lottery,safe_risky_choice,baseline,40.0,39.0,1,predicting uncertain outcomes,122.0
lottery,safe_risky_choice,baseline,40.0,39.0,2,choose between options,48.0
lottery,safe_risky_choice,baseline,40.0,39.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,baseline,40.0,39.0,4,to make rational decisions,21.0
lottery,safe_risky_choice,baseline,40.0,39.0,5,providing helpful responses and assistance,21.0
lottery,safe_risky_choice,baseline,40.0,39.0,6,an explanation or assistant,20.0
lottery,safe_risky_choice,baseline,40.0,39.0,7,numerical values and data types,20.0
lottery,safe_risky_choice,baseline,40.0,39.0,8,scheduling and creating lists,16.0
lottery,safe_risky_choice,baseline,40.0,39.0,9,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,39.0,10,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,40.0,40.0,1,predicting uncertain outcomes,93.0
lottery,safe_risky_choice,baseline,40.0,40.0,2,choose between options,48.0
lottery,safe_risky_choice,baseline,40.0,40.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,baseline,40.0,40.0,4,an explanation or assistant,23.0
lottery,safe_risky_choice,baseline,40.0,40.0,5,to make rational decisions,22.0
lottery,safe_risky_choice,baseline,40.0,40.0,6,balance and trade-offs,18.0
lottery,safe_risky_choice,baseline,40.0,40.0,7,providing helpful responses and assistance,17.0
lottery,safe_risky_choice,baseline,40.0,40.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,baseline,40.0,40.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,40.0,40.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,1,predicting uncertain outcomes,101.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,1.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,1,predicting uncertain outcomes,96.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,4,taking risks and responsibility,27.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,2.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,1,predicting uncertain outcomes,94.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,8,balance and trade-offs,14.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,3.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,1,predicting uncertain outcomes,102.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,4,taking risks and responsibility,26.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,6,balance and trade-offs,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,7,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,4.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,1,predicting uncertain outcomes,108.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,5,This introduces explanation or possibility,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,6,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,5.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,1,predicting uncertain outcomes,101.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,6.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,1,predicting uncertain outcomes,108.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,5,This introduces explanation or possibility,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,6,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,7.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,1,predicting uncertain outcomes,96.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,4,taking risks and responsibility,27.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,8.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,1,predicting uncertain outcomes,101.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,9.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,1,predicting uncertain outcomes,101.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,10.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,1,predicting uncertain outcomes,101.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,11.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,1,predicting uncertain outcomes,101.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,12.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,1,predicting uncertain outcomes,108.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,2,choose between options,47.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,5,to make rational decisions,22.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,6,This introduces explanation or possibility,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,13.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,1,predicting uncertain outcomes,96.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,4,taking risks and responsibility,27.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,14.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,1,predicting uncertain outcomes,96.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,4,taking risks and responsibility,27.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,15.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,1,predicting uncertain outcomes,108.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,2,choose between options,51.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,5,to make rational decisions,22.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,6,This introduces explanation or possibility,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,7,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,9,explain or discuss concepts,14.0
lottery,safe_risky_choice,slightly_prompting,40.0,16.0,10,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,1,predicting uncertain outcomes,102.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,4,taking risks and responsibility,27.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,5,This introduces explanation or possibility,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,6,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,17.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,1,predicting uncertain outcomes,108.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,5,This introduces explanation or possibility,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,6,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,18.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,1,predicting uncertain outcomes,108.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,5,This introduces explanation or possibility,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,6,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,19.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,1,predicting uncertain outcomes,103.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,2,choose between options,49.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,4,to make rational decisions,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,5,taking risks and responsibility,18.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,6,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,8,This introduces explanation or possibility,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,9,an explanation or assistant,14.0
lottery,safe_risky_choice,slightly_prompting,40.0,20.0,10,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,1,predicting uncertain outcomes,113.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,2,choose between options,51.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,4,taking risks and responsibility,28.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,5,to make rational decisions,21.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,7,balance and trade-offs,18.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,9,AI and human comparison,15.0
lottery,safe_risky_choice,slightly_prompting,40.0,21.0,10,an explanation or assistant,14.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,1,predicting uncertain outcomes,94.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,4,taking risks and responsibility,25.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,5,to make rational decisions,20.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,8,balance and trade-offs,14.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,9,generating descriptive scenes,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,22.0,10,tokens and their following context,13.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,1,predicting uncertain outcomes,127.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,2,choose between options,48.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,4,taking risks and responsibility,26.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,5,to make rational decisions,23.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,6,balance and trade-offs,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,7,numerical values and data types,17.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,9,This introduces explanation or possibility,16.0
lottery,safe_risky_choice,slightly_prompting,40.0,23.0,10,explain or discuss concepts,15.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,1,predicting uncertain outcomes,115.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,2,choose between options,47.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,3,programming setup and parameters,34.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,4,taking risks and responsibility,28.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,5,to make rational decisions,22.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,6,This introduces explanation or possibility,19.0
lottery,safe_risky_choice,slightly_prompting,40.0,24.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",16.0
