source,task,condition,offer_amount,agent_index,rank,feature_label,activation
lottery,safe_risky_choice,slightly_prompting,25,31,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,31,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,31,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,32,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,32,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,32,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,32,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,32,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,32,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,32,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,32,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,32,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,32,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,33,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,33,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,33,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,33,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,33,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,33,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,33,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,33,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,33,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,33,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,34,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,34,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,34,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,34,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,34,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,34,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,34,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,34,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,34,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,34,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,35,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,35,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,35,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,35,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,35,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,35,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,35,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,35,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,35,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,35,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,36,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,36,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,36,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,36,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,36,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,36,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,36,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,36,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,36,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,36,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,37,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,37,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,37,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,37,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,37,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,37,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,37,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,37,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,37,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,37,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,38,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,38,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,38,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,38,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,38,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,38,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,38,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,38,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,38,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,38,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,39,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,39,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,39,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,39,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,39,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,39,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,39,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,39,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,39,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,39,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,slightly_prompting,25,40,1,Probability-based decision making scenarios with explicit numerical comparisons,99.0
lottery,safe_risky_choice,slightly_prompting,25,40,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,slightly_prompting,25,40,3,Technical setup and configuration states in experimental procedures,36.0
lottery,safe_risky_choice,slightly_prompting,25,40,4,Calculated risk-taking behavior and entrepreneurial mindset,26.0
lottery,safe_risky_choice,slightly_prompting,25,40,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,slightly_prompting,25,40,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,40,7,Introducing potential risks or possibilities in explanatory contexts,19.0
lottery,safe_risky_choice,slightly_prompting,25,40,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,slightly_prompting,25,40,9,Setting up detailed writing or description tasks,13.0
lottery,safe_risky_choice,slightly_prompting,25,40,10,Detailed character descriptions and intimate interactions in fiction,12.0
lottery,safe_risky_choice,steering,25,1,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,1,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,1,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,1,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,1,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,1,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,1,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,1,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,1,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,1,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,2,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,2,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,2,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,2,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,2,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,2,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,2,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,2,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,2,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,2,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,3,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,3,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,3,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,3,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,3,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,3,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,3,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,3,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,3,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,3,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,4,1,Willing to take risks or make sacrifices for a goal,170.0
lottery,safe_risky_choice,steering,25,4,2,Executing potentially risky operations that require caution,137.0
lottery,safe_risky_choice,steering,25,4,3,Probability-based decision making scenarios with explicit numerical comparisons,81.0
lottery,safe_risky_choice,steering,25,4,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,4,5,The assistant should select between provided options,39.0
lottery,safe_risky_choice,steering,25,4,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,4,7,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,4,8,Syntactical patterns for value assignment in code,35.0
lottery,safe_risky_choice,steering,25,4,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,4,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,5,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,5,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,5,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,5,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,5,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,5,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,5,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,5,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,5,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,5,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,6,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,6,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,6,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,6,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,6,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,6,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,6,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,6,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,6,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,6,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,7,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,7,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,7,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,7,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,7,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,7,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,7,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,7,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,7,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,7,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,8,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,8,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,8,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,8,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,8,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,8,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,8,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,8,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,8,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,8,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,9,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,9,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,9,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,9,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,9,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,9,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,9,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,9,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,9,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,9,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,10,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,10,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,10,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,10,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,10,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,10,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,10,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,10,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,10,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,10,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,11,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,11,2,Executing potentially risky operations that require caution,140.0
lottery,safe_risky_choice,steering,25,11,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,11,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,11,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,11,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,11,7,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,11,8,Syntactical patterns for value assignment in code,35.0
lottery,safe_risky_choice,steering,25,11,9,Following safety guidelines and best practices in technical contexts,26.0
lottery,safe_risky_choice,steering,25,11,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,12,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,12,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,12,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,12,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,12,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,12,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,12,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,12,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,12,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,12,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,13,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,13,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,13,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,13,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,13,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,13,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,13,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,13,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,13,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,13,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,14,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,14,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,14,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,14,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,14,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,14,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,14,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,14,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,14,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,14,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,15,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,15,2,Executing potentially risky operations that require caution,141.0
lottery,safe_risky_choice,steering,25,15,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,15,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,15,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,15,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,15,7,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,15,8,Syntactical patterns for value assignment in code,35.0
lottery,safe_risky_choice,steering,25,15,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,15,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,16,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,16,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,16,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,16,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,16,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,16,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,16,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,16,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,16,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,16,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,17,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,17,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,17,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,17,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,17,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,17,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,17,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,17,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,17,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,17,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,18,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,18,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,18,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,18,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,18,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,18,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,18,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,18,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,18,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,18,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,19,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,19,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,19,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,19,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,19,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,19,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,19,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,19,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,19,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,19,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,20,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,20,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,20,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,20,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,20,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,20,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,20,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,20,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,20,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,20,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,21,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,21,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,21,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,21,4,Technical setup and configuration states in experimental procedures,44.0
lottery,safe_risky_choice,steering,25,21,5,The assistant should select between provided options,40.0
lottery,safe_risky_choice,steering,25,21,6,Permission and authorization requirements in technical documentation,38.0
lottery,safe_risky_choice,steering,25,21,7,Syntactical patterns for value assignment in code,36.0
lottery,safe_risky_choice,steering,25,21,8,Setting up detailed writing or description tasks,35.0
lottery,safe_risky_choice,steering,25,21,9,Following safety guidelines and best practices in technical contexts,25.0
lottery,safe_risky_choice,steering,25,21,10,The assistant is establishing its capabilities and boundaries,24.0
lottery,safe_risky_choice,steering,25,22,1,Willing to take risks or make sacrifices for a goal,163.0
lottery,safe_risky_choice,steering,25,22,2,Executing potentially risky operations that require caution,138.0
lottery,safe_risky_choice,steering,25,22,3,Probability-based decision making scenarios with explicit numerical comparisons,73.0
lottery,safe_risky_choice,steering,25,22,4,Technical setup and configuration states in experimental procedures,44.0
